gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,10240,4096,512,ck,0,0,65.3698,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,657.03,1395.54,0.0
gfx950,256,10240,4096,7168,ck,0,0,489.7941,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1227.65,381.07,0.0
gfx950,256,10240,4608,7168,cktile,27,0,346.7326,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1950.95,579.13,0.0
gfx950,256,10240,7168,256,ck,18,0,81.5831,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,460.65,1854.02,0.0
gfx950,256,10240,7168,512,ck,0,0,103.3089,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,727.55,1507.26,0.0
gfx950,256,10240,7168,2048,ck,0,0,271.7203,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1106.46,671.47,0.0
gfx950,256,10240,7168,2304,ck,0,0,291.7057,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1159.49,640.74,0.0
gfx950,256,10240,7168,4096,cktile,11,0,335.9717,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1789.72,649.17,0.0
gfx950,256,10240,7168,4608,cktile,27,0,363.5745,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1860.57,624.4,0.0
gfx950,256,10240,7168,16384,cktile,28,0,1085.6779,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,2215.37,397.92,0.0
gfx950,256,10240,7168,18432,cktile,26,0,1209.4499,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,2237.24,386.68,0.0
gfx950,256,10240,8192,512,ck,0,0,118.4046,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,725.47,1496.64,0.0
gfx950,256,10240,8192,1536,ck,0,0,238.501,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1080.49,822.15,0.0
gfx950,256,10240,9216,7168,cktile,11,0,664.1018,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,2037.21,494.21,0.0
gfx950,256,10240,11264,1536,ck,0,0,323.467,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1095.43,815.28,0.0
gfx950,256,10240,12288,1536,ck,0,0,353.3679,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1093.89,810.09,0.0
gfx950,256,10240,14336,1536,ck,0,0,409.667,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1100.82,808.83,0.0
gfx950,256,10240,16384,512,ck,0,0,225.2848,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,762.58,1549.93,0.0
gfx950,256,10240,20480,1536,ck,0,0,576.4526,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1117.6,809.46,0.0
gfx950,256,10240,24576,1536,ck,0,0,688.7802,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1122.41,808.38,0.0
gfx950,256,10240,32768,512,ck,0,0,442.473,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,776.54,1566.44,0.0
gfx950,256,10240,32768,1536,ck,0,0,917.7738,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1123.14,803.19,0.0
gfx950,256,10240,36864,7168,cktile,26,0,2574.9353,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,2101.67,424.33,0.0
gfx950,256,12288,128,7168,ck,18,0,44.9391,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,501.76,2050.41,0.0
gfx950,256,12288,512,7168,ck,0,0,102.6049,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,879.04,1016.85,0.0
gfx950,256,12288,1024,7168,cktile,28,0,97.9679,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1841.3,1230.88,0.0
gfx950,256,12288,2112,7168,cktile,26,0,259.1603,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1435.6,598.56,0.0
gfx950,256,12288,2240,7168,cktile,26,0,261.1259,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1511.15,609.62,0.0
gfx950,256,12288,3072,1536,ck,0,0,119.017,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,974.35,832.57,0.0
gfx950,256,12288,4096,512,ck,0,0,77.2939,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,666.8,1410.87,0.0
gfx950,256,12288,4096,7168,cktile,11,0,352.7815,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,2045.33,618.24,0.0
gfx950,256,12288,4608,7168,cktile,11,0,434.5259,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1868.13,539.34,0.0
gfx950,256,12288,7168,256,cktile,6,0,94.972,a8w8_blockscale_cktile_128x128x128_2x2x1_16x16x32_intrawave_0x0x0x0_1,474.85,1907.31,0.0
gfx950,256,12288,7168,512,ck,0,0,124.0238,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,727.23,1500.7,0.0
gfx950,256,12288,7168,2048,ck,0,0,316.8378,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1138.68,681.76,0.0
gfx950,256,12288,7168,2304,ck,0,0,339.0438,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1197.11,651.8,0.0
gfx950,256,12288,7168,4096,cktile,27,0,395.2387,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1825.62,647.34,0.0
gfx950,256,12288,7168,4608,cktile,11,0,425.8071,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1906.38,624.26,0.0
gfx950,256,12288,7168,16384,cktile,28,0,1279.8588,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,2255.11,386.71,0.0
gfx950,256,12288,7168,18432,cktile,11,0,1389.9798,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,2336.0,384.73,0.0
gfx950,256,12288,8192,512,ck,0,0,138.724,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,743.05,1526.86,0.0
gfx950,256,12288,8192,1536,ck,0,0,284.452,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1087.13,818.36,0.0
gfx950,256,12288,9216,7168,cktile,11,0,787.3284,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,2062.03,483.45,0.0
gfx950,256,12288,11264,1536,ck,0,0,383.3207,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1109.26,816.55,0.0
gfx950,256,12288,12288,1536,ck,0,0,419.245,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1106.41,810.36,0.0
gfx950,256,12288,14336,1536,ck,0,0,485.2263,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1115.29,810.38,0.0
gfx950,256,12288,16384,512,ck,0,0,271.3271,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,759.82,1538.12,0.0
gfx950,256,12288,20480,1536,ck,0,0,688.6851,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1122.57,803.92,0.0
gfx950,256,12288,24576,1536,ck,0,0,822.4186,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1128.03,803.24,0.0
gfx950,256,12288,32768,512,ck,0,0,530.0213,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,777.93,1562.91,0.0
gfx950,256,12288,32768,1536,ck,0,0,1098.3661,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1126.17,796.19,0.0
gfx950,256,12288,36864,7168,cktile,26,0,3042.4958,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,2134.43,413.57,0.0
gfx950,256,14336,128,7168,ck,18,0,45.8225,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,574.1,2342.69,0.0
gfx950,256,14336,512,7168,ck,0,0,117.1634,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,898.12,1033.69,0.0
gfx950,256,14336,1024,7168,ck,0,0,203.2423,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1035.48,686.18,0.0
gfx950,256,14336,2112,7168,cktile,28,0,264.6636,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1640.04,674.27,0.0
gfx950,256,14336,2240,7168,cktile,27,0,265.5412,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1733.69,689.32,0.0
gfx950,256,14336,3072,1536,ck,0,0,140.8499,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,960.54,815.19,0.0
gfx950,256,14336,4096,512,ck,0,0,89.2808,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,673.49,1421.11,0.0
gfx950,256,14336,4096,7168,cktile,28,0,431.6564,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1950.19,578.15,0.0
gfx950,256,14336,4608,7168,cktile,28,0,499.0381,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1897.73,536.86,0.0
gfx950,256,14336,7168,256,ck,17,0,110.8353,a8w8_blockscale_1x128x128_256x64x128x256_16x16_32x32_2x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,474.7,1903.96,0.0
gfx950,256,14336,7168,512,ck,0,0,143.1255,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,735.21,1512.87,0.0
gfx950,256,14336,7168,2048,ck,0,0,373.5706,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1126.71,668.04,0.0
gfx950,256,14336,7168,2304,ck,0,0,401.7208,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1178.73,634.93,0.0
gfx950,256,14336,7168,4096,cktile,11,0,451.527,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1864.37,650.24,0.0
gfx950,256,14336,7168,4608,cktile,26,0,491.627,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1926.34,619.6,0.0
gfx950,256,14336,7168,16384,cktile,26,0,1445.403,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,2329.63,385.94,0.0
gfx950,256,14336,7168,18432,cktile,26,0,1627.8742,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,2327.06,369.74,0.0
gfx950,256,14336,8192,512,ck,0,0,160.1493,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,750.92,1538.66,0.0
gfx950,256,14336,8192,1536,ck,0,0,330.5132,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1091.57,815.35,0.0
gfx950,256,14336,9216,7168,cktile,11,0,886.8712,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,2135.69,488.3,0.0
gfx950,256,14336,11264,1536,ck,0,0,446.7232,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1110.46,810.98,0.0
gfx950,256,14336,12288,1536,ck,0,0,485.1467,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1115.47,810.51,0.0
gfx950,256,14336,14336,1536,ck,0,0,568.5764,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1110.42,800.39,0.0
gfx950,256,14336,16384,512,ck,0,0,311.9278,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,771.07,1556.42,0.0
gfx950,256,14336,20480,1536,ck,0,0,805.6795,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1119.48,795.2,0.0
gfx950,256,14336,24576,1536,ck,0,0,961.2433,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1125.97,795.23,0.0
gfx950,256,14336,32768,512,ck,0,0,610.1813,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,788.35,1579.27,0.0
gfx950,256,14336,32768,1536,ck,0,0,1286.8515,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1121.43,786.32,0.0
gfx950,256,14336,36864,7168,cktile,11,0,3573.2083,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,2120.31,398.51,0.0
gfx950,256,16384,64,7168,ck,18,0,32.1288,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,467.88,3734.86,0.0
gfx950,256,16384,128,7168,ck,18,0,49.2013,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,611.06,2490.83,0.0
gfx950,256,16384,576,7168,ck,0,0,153.6456,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,880.54,914.08,0.0
gfx950,256,16384,1024,7168,ck,0,0,216.1688,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1112.64,732.46,0.0
gfx950,256,16384,1536,7168,cktile,11,0,256.6513,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1405.71,696.6,0.0
gfx950,256,16384,2112,7168,cktile,11,0,306.4497,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1618.76,658.46,0.0
gfx950,256,16384,2240,7168,cktile,11,0,307.9861,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1708.3,671.77,0.0
gfx950,256,16384,3072,1536,ck,0,0,155.5478,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,994.03,839.28,0.0
gfx950,256,16384,4096,512,ck,0,0,101.0461,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,680.08,1432.05,0.0
gfx950,256,16384,4096,7168,cktile,27,0,511.7685,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1879.9,549.11,0.0
gfx950,256,16384,4608,7168,cktile,26,0,520.5986,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,2079.01,579.07,0.0
gfx950,256,16384,6144,1536,ck,0,0,292.1834,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1058.37,807.47,0.0
gfx950,256,16384,7168,256,cktile,10,0,101.2722,a8w8_blockscale_cktile_128x128x128_2x2x1_16x16x128_intrawave_0x1x0_2,593.74,2378.84,0.0
gfx950,256,16384,7168,512,ck,0,0,164.8841,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,729.36,1497.66,0.0
gfx950,256,16384,7168,2048,ck,0,0,421.5322,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1141.16,671.63,0.0
gfx950,256,16384,7168,2304,cktile,11,0,371.4356,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1456.96,778.45,0.0
gfx950,256,16384,7168,4096,cktile,27,0,520.6164,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1847.95,636.46,0.0
gfx950,256,16384,7168,4608,cktile,26,0,560.4838,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1931.07,612.7,0.0
gfx950,256,16384,7168,16384,cktile,28,0,1682.9186,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,2286.68,368.86,0.0
gfx950,256,16384,7168,18432,cktile,11,0,1877.5648,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,2305.82,356.31,0.0
gfx950,256,16384,8192,512,ck,0,0,187.5611,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,732.77,1498.28,0.0
gfx950,256,16384,8192,1536,ck,0,0,379.4481,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1086.62,806.92,0.0
gfx950,256,16384,9216,7168,cktile,26,0,1028.9257,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,2103.81,471.84,0.0
gfx950,256,16384,11264,1536,ck,0,0,507.1159,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1117.96,811.58,0.0
gfx950,256,16384,12288,1536,ck,14,0,631.8107,a8w8_blockscale_1x128x128_256x64x256x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1,978.89,707.01,0.0
gfx950,256,16384,14336,1536,ck,0,0,643.287,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1121.67,803.6,0.0
gfx950,256,16384,16384,512,ck,0,0,353.2954,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,778.04,1567.1,0.0
gfx950,256,16384,20480,1536,ck,0,0,912.096,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1130.14,797.85,0.0
gfx950,256,16384,24576,1536,ck,0,0,1102.0997,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1122.36,787.79,0.0
gfx950,256,16384,32768,512,ck,0,0,709.5617,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,774.78,1548.71,0.0
gfx950,256,16384,32768,1536,ck,0,0,1460.4078,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1129.32,786.93,0.0
gfx950,256,16384,36864,7168,cktile,26,0,4061.1773,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,2132.06,391.42,0.0
gfx950,256,20480,576,7168,cktile,13,0,165.4454,a8w8_blockscale_cktile_16x128x256_1x4x1_16x16x128_intrawave_0x1x0_4,1022.18,1054.86,0.0
gfx950,256,20480,1536,7168,cktile,11,0,295.5655,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1525.79,746.79,0.0
gfx950,256,20480,3072,1536,ck,0,0,186.8642,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1034.3,866.97,0.0
gfx950,256,20480,4096,512,ck,0,0,119.3033,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,720.01,1511.74,0.0
gfx950,256,20480,4608,7168,cktile,27,0,699.6189,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1933.79,526.82,0.0
gfx950,256,20480,7168,256,cktile,10,0,125.313,a8w8_blockscale_cktile_128x128x128_2x2x1_16x16x128_intrawave_0x1x0_2,599.79,2399.43,0.0
gfx950,256,20480,7168,2048,ck,0,0,525.1612,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1144.97,666.89,0.0
gfx950,256,20480,7168,2304,cktile,11,0,470.5953,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1437.45,759.26,0.0
gfx950,256,32768,64,7168,ck,18,0,58.767,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,511.59,4076.0,0.0
gfx950,256,32768,128,7168,ck,0,0,74.5115,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,806.98,3277.17,0.0
gfx950,256,32768,512,7168,ck,0,0,221.9247,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1083.78,1226.12,0.0
gfx950,256,32768,576,7168,cktile,11,0,223.8974,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1208.51,1236.1,0.0
gfx950,256,32768,1024,7168,cktile,26,0,271.8378,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1769.57,1137.92,0.0
gfx950,256,32768,1536,7168,cktile,11,0,384.6335,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1875.95,901.0,0.0
gfx950,256,32768,2112,7168,cktile,27,0,534.9146,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1854.76,726.16,0.0
gfx950,256,32768,2240,7168,cktile,26,0,541.7648,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1942.29,734.15,0.0
gfx950,256,32768,3072,1536,ck,0,0,287.9805,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1073.81,890.26,0.0
gfx950,256,32768,4096,512,ck,0,0,185.2578,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,741.88,1550.86,0.0
gfx950,256,32768,4096,7168,cktile,28,0,951.6322,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,2021.94,559.75,0.0
gfx950,256,32768,4608,7168,cktile,28,0,1052.2794,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,2057.12,541.59,0.0
gfx950,256,32768,6144,1536,ck,0,0,556.7669,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1110.83,830.55,0.0
gfx950,256,32768,7168,256,ck,17,0,239.5893,a8w8_blockscale_1x128x128_256x64x128x256_16x16_32x32_2x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,501.94,2003.37,0.0
gfx950,256,32768,7168,512,ck,0,0,312.6371,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,769.32,1567.98,0.0
gfx950,256,32768,7168,2048,ck,0,0,839.2502,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1146.35,657.19,0.0
