gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,1536,4096,512,ck,18,0,13.642,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,472.25,1133.74,0.0
gfx950,256,1536,4608,7168,cktile,11,0,90.2343,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1124.5,644.94,0.0
gfx950,256,1536,7168,256,cktile,10,0,13.3199,a8w8_blockscale_cktile_128x128x128_2x2x1_16x16x128_intrawave_0x1x0_2,423.21,1820.46,0.0
gfx950,256,1536,7168,2048,cktile,11,0,37.6651,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1197.32,1057.9,0.0
gfx950,256,1536,7168,2304,cktile,28,0,40.5466,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1251.26,1037.67,0.0
gfx950,256,2048,64,7168,ck,8,0,19.7903,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,94.95,778.21,0.0
gfx950,256,2048,128,7168,ck,8,0,20.2497,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,185.59,796.15,0.0
gfx950,256,2048,512,7168,ck,18,0,24.9633,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,602.18,819.09,0.0
gfx950,256,2048,576,7168,ck,18,0,33.9564,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,498.03,623.39,0.0
gfx950,256,2048,1024,7168,ck,18,0,42.9028,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,700.76,611.02,0.0
gfx950,256,2048,1536,7168,ck,0,0,57.9353,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,778.41,552.02,0.0
gfx950,256,2048,2112,7168,ck,2,0,88.3043,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,702.21,435.65,0.0
gfx950,256,2048,2240,7168,ck,2,0,89.9975,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,730.76,443.47,0.0
gfx950,256,2048,3072,1536,ck,0,0,25.9919,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,743.59,786.68,0.0
gfx950,256,2048,4096,512,ck,0,0,15.9389,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,538.93,1249.96,0.0
gfx950,256,2048,4096,7168,ck,0,0,114.7033,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1048.44,530.21,0.0
gfx950,256,2048,4608,7168,cktile,27,0,88.3939,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1530.55,753.27,0.0
gfx950,256,2048,7168,256,cktile,10,0,18.4391,a8w8_blockscale_cktile_128x128x128_2x2x1_16x16x128_intrawave_0x1x0_2,407.62,1720.23,0.0
gfx950,256,2048,7168,512,ck,0,0,27.0315,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,556.11,1260.7,0.0
gfx950,256,2048,7168,2048,ck,0,0,68.5722,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,876.88,703.41,0.0
gfx950,256,2048,7168,2304,ck,0,0,69.6842,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,970.75,726.04,0.0
gfx950,256,2048,7168,4096,ck,0,0,118.0138,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1019.03,568.65,0.0
gfx950,256,2048,7168,4608,ck,0,0,128.9241,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1049.39,557.13,0.0
gfx950,256,2048,7168,16384,ck,0,0,415.9935,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1156.36,433.55,0.0
gfx950,256,2048,7168,18432,ck,0,0,473.0973,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1143.88,421.12,0.0
gfx950,256,2048,8192,512,ck,0,0,29.4968,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,582.43,1315.31,0.0
gfx950,256,2048,8192,1536,ck,0,0,56.6629,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,909.58,869.76,0.0
gfx950,256,2048,9216,7168,cktile,26,0,172.1216,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1572.05,688.4,0.0
gfx950,256,2048,11264,1536,cktile,27,0,62.8212,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1128.07,1059.91,0.0
gfx950,256,2048,12288,1536,ck,0,0,83.8143,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,922.39,863.24,0.0
gfx950,256,2048,14336,1536,ck,0,0,96.0698,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,938.84,873.18,0.0
gfx950,256,2048,16384,512,ck,0,0,55.3461,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,620.82,1383.04,0.0
gfx950,256,2048,20480,1536,ck,0,0,132.3682,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,973.41,895.15,0.0
gfx950,256,2048,24576,1536,ck,0,0,153.4331,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1007.73,922.6,0.0
gfx950,256,2048,32768,512,ck,0,0,103.5934,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,663.36,1467.7,0.0
gfx950,256,2048,32768,1536,ck,0,0,196.9804,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1046.59,952.86,0.0
gfx950,256,2048,36864,7168,cktile,27,0,554.6038,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1951.54,775.18,0.0
gfx950,256,4096,64,7168,ck,8,0,21.3467,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,176.05,1421.45,0.0
gfx950,256,4096,128,7168,ck,18,0,23.7564,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,316.39,1318.64,0.0
gfx950,256,4096,512,7168,ck,18,0,44.3253,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,678.28,839.8,0.0
gfx950,256,4096,576,7168,ck,18,0,55.4301,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,610.19,689.29,0.0
gfx950,256,4096,1024,7168,ck,0,0,66.6998,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,901.5,676.0,0.0
gfx950,256,4096,1536,7168,cktile,11,0,90.0488,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1001.62,588.05,0.0
gfx950,256,4096,2112,7168,cktile,28,0,91.0323,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1362.34,678.88,0.0
gfx950,256,4096,2240,7168,cktile,27,0,91.0389,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1444.8,700.43,0.0
gfx950,256,4096,3072,1536,ck,0,0,42.2397,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,915.13,856.44,0.0
gfx950,256,4096,4096,512,ck,0,0,28.9648,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,593.13,1303.26,0.0
gfx950,256,4096,4096,7168,ck,0,0,209.3355,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1148.96,440.8,0.0
gfx950,256,4096,4608,7168,cktile,28,0,173.1867,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1562.38,578.21,0.0
gfx950,256,4096,7168,256,cktile,10,0,29.5555,a8w8_blockscale_cktile_128x128x128_2x2x1_16x16x128_intrawave_0x1x0_2,508.62,2084.34,0.0
gfx950,256,4096,7168,512,ck,0,0,46.6829,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,644.02,1381.39,0.0
gfx950,256,4096,7168,2048,ck,0,0,120.1982,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1000.51,680.45,0.0
gfx950,256,4096,7168,2304,cktile,11,0,117.9301,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1147.22,717.99,0.0
gfx950,256,4096,7168,4096,ck,0,0,214.4016,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1121.81,489.07,0.0
gfx950,256,4096,7168,4608,ck,0,0,228.59,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1183.7,483.94,0.0
gfx950,256,4096,7168,16384,cktile,11,0,521.4023,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1845.16,466.57,0.0
gfx950,256,4096,7168,18432,ck,0,0,881.3469,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1228.04,302.19,0.0
gfx950,256,4096,8192,512,ck,0,0,56.3409,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,609.85,1302.79,0.0
gfx950,256,4096,8192,1536,ck,0,0,105.2588,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,979.29,816.87,0.0
gfx950,256,4096,9216,7168,cktile,28,0,296.1434,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1827.38,577.15,0.0
gfx950,256,4096,11264,1536,ck,0,0,142.0615,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,997.69,815.62,0.0
gfx950,256,4096,12288,1536,ck,0,0,152.3699,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1014.76,825.81,0.0
gfx950,256,4096,14336,1536,ck,0,0,176.1737,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1023.92,827.32,0.0
gfx950,256,4096,16384,512,ck,0,0,103.9428,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,661.13,1392.15,0.0
gfx950,256,4096,20480,1536,ck,0,0,238.3449,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1081.2,862.28,0.0
gfx950,256,4096,24576,1536,ck,0,0,282.6274,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1094.15,868.16,0.0
gfx950,256,4096,32768,512,ck,14,0,207.1159,a8w8_blockscale_1x128x128_256x64x256x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1,663.58,1387.19,0.0
gfx950,256,4096,32768,1536,ck,0,0,374.8153,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1100.05,867.25,0.0
gfx950,256,4096,36864,7168,cktile,28,0,1082.0215,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,2000.57,550.44,0.0
gfx950,256,6144,128,7168,ck,18,0,25.0579,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,449.93,1856.92,0.0
gfx950,256,6144,512,7168,ck,0,0,59.4018,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,759.19,909.09,0.0
gfx950,256,6144,1024,7168,ck,0,0,101.4656,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,888.92,630.39,0.0
gfx950,256,6144,2112,7168,cktile,13,0,162.6521,a8w8_blockscale_cktile_16x128x256_1x4x1_16x16x128_intrawave_0x1x0_4,1143.7,523.39,0.0
gfx950,256,6144,2240,7168,cktile,13,0,167.5962,a8w8_blockscale_cktile_16x128x256_1x4x1_16x16x128_intrawave_0x1x0_4,1177.23,522.81,0.0
gfx950,256,6144,3072,1536,ck,0,0,67.303,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,861.51,771.21,0.0
gfx950,256,6144,4096,512,ck,0,0,37.6611,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,684.26,1475.65,0.0
gfx950,256,6144,4096,7168,cktile,11,0,179.7043,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,2007.62,688.53,0.0
gfx950,256,6144,4608,7168,ck,0,0,343.9947,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1179.89,388.65,0.0
gfx950,256,6144,7168,256,ck,17,0,51.0329,a8w8_blockscale_1x128x128_256x64x128x256_16x16_32x32_2x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,441.84,1792.73,0.0
gfx950,256,6144,7168,512,ck,0,0,70.5242,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,639.46,1345.58,0.0
gfx950,256,6144,7168,2048,ck,0,0,173.8221,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1037.78,663.57,0.0
gfx950,256,6144,7168,2304,ck,0,0,188.2806,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1077.84,630.71,0.0
gfx950,256,6144,7168,4096,ck,0,0,308.4794,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1169.53,462.29,0.0
gfx950,256,6144,7168,4608,cktile,27,0,241.4545,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1680.96,618.84,0.0
gfx950,256,6144,7168,16384,cktile,28,0,704.2201,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,2049.23,434.78,0.0
gfx950,256,6144,7168,18432,cktile,26,0,788.6719,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,2058.52,422.8,0.0
gfx950,256,6144,8192,512,ck,0,0,76.3779,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,674.8,1414.07,0.0
gfx950,256,6144,8192,1536,ck,0,0,147.4517,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1048.61,832.02,0.0
gfx950,256,6144,9216,7168,cktile,26,0,417.6534,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1943.59,534.77,0.0
gfx950,256,6144,11264,1536,ck,0,0,206.4783,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1029.65,799.85,0.0
gfx950,256,6144,12288,1536,ck,0,0,216.1487,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1073.0,829.55,0.0
gfx950,256,6144,14336,1536,ck,0,0,253.0583,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1069.25,820.44,0.0
gfx950,256,6144,16384,512,ck,0,0,141.5297,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,728.32,1504.0,0.0
gfx950,256,6144,20480,1536,ck,0,0,353.1291,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1094.63,828.46,0.0
gfx950,256,6144,24576,1536,ck,0,0,417.451,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1111.16,836.45,0.0
gfx950,256,6144,32768,512,ck,0,0,270.6067,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,761.84,1561.59,0.0
gfx950,256,6144,32768,1536,ck,0,0,552.4767,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1119.46,837.0,0.0
gfx950,256,6144,36864,7168,cktile,26,0,1548.0338,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,2097.5,491.76,0.0
gfx950,256,8192,64,7168,ck,18,0,25.7151,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,292.29,2342.11,0.0
gfx950,256,8192,128,7168,ck,18,0,26.8171,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,560.55,2302.07,0.0
gfx950,256,8192,576,7168,ck,0,0,89.2735,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,757.74,809.72,0.0
gfx950,256,8192,1024,7168,ck,0,0,119.4233,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1007.0,693.65,0.0
gfx950,256,8192,1536,7168,cktile,11,0,158.9815,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1134.65,596.9,0.0
gfx950,256,8192,2112,7168,cktile,26,0,177.1163,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1400.4,612.38,0.0
gfx950,256,8192,2240,7168,cktile,27,0,177.0258,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1486.04,629.72,0.0
gfx950,256,8192,3072,1536,ck,0,0,82.3211,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,939.12,821.58,0.0
gfx950,256,8192,4096,512,ck,0,0,52.9601,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,648.79,1385.96,0.0
gfx950,256,8192,4096,7168,cktile,28,0,261.1689,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1841.86,594.21,0.0
gfx950,256,8192,4608,7168,cktile,28,0,292.7567,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1848.52,571.29,0.0
gfx950,256,8192,7168,256,cktile,10,0,54.7017,a8w8_blockscale_cktile_128x128x128_2x2x1_16x16x128_intrawave_0x1x0_2,549.61,2218.81,0.0
gfx950,256,8192,7168,512,ck,0,0,85.2883,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,705.02,1469.19,0.0
gfx950,256,8192,7168,2048,ck,0,0,221.4286,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1086.21,672.44,0.0
gfx950,256,8192,7168,2304,cktile,11,0,199.6737,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1355.13,765.4,0.0
gfx950,256,8192,7168,4096,ck,0,0,400.2668,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1201.79,450.59,0.0
gfx950,256,8192,7168,4608,cktile,28,0,306.6077,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1765.01,613.88,0.0
gfx950,256,8192,7168,16384,cktile,26,0,880.476,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,2185.35,419.2,0.0
gfx950,256,8192,7168,18432,cktile,28,0,993.9915,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,2177.75,402.98,0.0
gfx950,256,8192,8192,512,ck,0,0,102.7856,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,668.57,1387.42,0.0
gfx950,256,8192,8192,1536,ck,0,0,195.7465,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1053.19,814.23,0.0
gfx950,256,8192,9216,7168,cktile,27,0,525.3431,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,2060.24,524.94,0.0
gfx950,256,8192,11264,1536,ck,0,0,258.0178,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1098.64,831.08,0.0
gfx950,256,8192,12288,1536,ck,0,0,285.766,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1082.14,814.6,0.0
gfx950,256,8192,14336,1536,ck,0,0,326.789,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1104.01,824.64,0.0
gfx950,256,8192,16384,512,ck,0,0,186.7906,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,735.79,1504.46,0.0
gfx950,256,8192,20480,1536,ck,0,0,462.2371,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1115.0,821.19,0.0
gfx950,256,8192,24576,1536,ck,0,0,554.2004,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1115.98,817.37,0.0
gfx950,256,8192,32768,512,ck,0,0,369.0041,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,744.92,1511.75,0.0
gfx950,256,8192,32768,1536,ck,0,0,733.9936,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,1123.49,817.15,0.0
gfx950,256,8192,36864,7168,cktile,28,0,2053.303,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,2108.47,451.44,0.0
gfx950,256,10240,128,7168,ck,18,0,42.6021,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,441.07,1806.0,0.0
gfx950,256,10240,512,7168,ck,0,0,96.4596,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,779.21,907.7,0.0
gfx950,256,10240,1024,7168,cktile,28,0,93.1432,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1613.9,1091.99,0.0
gfx950,256,10240,2112,7168,cktile,27,0,182.2038,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1701.63,723.33,0.0
gfx950,256,10240,2240,7168,cktile,11,0,184.1157,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1786.02,735.04,0.0
gfx950,256,10240,3072,1536,ck,0,0,102.0072,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,947.35,817.21,0.0
